  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA2412                                        
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.005 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000  -0.0175   0.05575   0.02246  -0.0154   1.0000   1.0000
   1.000   0.0393   0.05735   0.02311  -0.0119   1.0000   1.0000
   2.000   0.0967   0.05988   0.02506  -0.0094   1.0000   1.0000
   3.000   0.1527   0.06339   0.02833  -0.0079   1.0000   1.0000
   4.000   0.2063   0.06796   0.03296  -0.0074   1.0000   1.0000
   5.000   0.2565   0.07365   0.03897  -0.0080   1.0000   1.0000
   6.000   0.3029   0.08054   0.04642  -0.0096   1.0000   1.0000
   7.000   0.3453   0.08873   0.05534  -0.0122   1.0000   1.0000
   8.000   0.3833   0.09823   0.06568  -0.0159   1.0000   1.0000
   9.000   0.4176   0.10893   0.07729  -0.0205   1.0000   1.0000
  10.000   0.4494   0.12063   0.08984  -0.0260   1.0000   1.0000
  11.000   0.4804   0.13304   0.10308  -0.0322   1.0000   1.0000
  12.000   0.5122   0.14587   0.11661  -0.0391   1.0000   1.0000
  13.000   0.5456   0.15900   0.13038  -0.0463   1.0000   1.0000
  14.000   0.5809   0.17236   0.14427  -0.0539   1.0000   1.0000
  15.000   0.6178   0.18587   0.15830  -0.0617   1.0000   1.0000
  16.000   0.6558   0.19953   0.17241  -0.0696   1.0000   1.0000
  17.000   0.6944   0.21337   0.18671  -0.0778   1.0000   1.0000
  18.000   0.7334   0.22739   0.20115  -0.0861   1.0000   1.0000
  19.000   0.7724   0.24161   0.21582  -0.0947   1.0000   1.0000
  20.000   0.8112   0.25605   0.23065  -0.1035   1.0000   1.0000
